1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
2023,5532WGRCDY12655,110071479344,GRACO-DAYTON,12655 FRENCH LAKE RD W,OSSEO,HENNEPIN,MN,55327,,,45.170973,-93.508519,NAD83,GRACO INC,006253223,GRACO INC,NA,,NA,NO,333,Machinery,,,,,,,333914,,,,,,1323221831009,Nickel,NO,0007440020,7440-02-0,149674,YES,TRI,YES,Elemental metals,YES,NO,NO,R,Pounds,0.090,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.095,0.060,0.000,0.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.063,0.000,13900.000,0.000,0.000,0.000,13900.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13900.063,0.158,0.000,0.000,0.095,0.023,0.040,0.000,0.000,0.000,13900.000,0.000,0.000,13900.158,,ACTIVITY,23.000
2023,56258KCHMT901N7,110000427119,FLINT HILLS RESOURCES PINE BEND LLC MARSHALL,901 N 7TH ST,MARSHALL,LYON,MN,56258,,,44.460680,-95.788540,NAD83,KOCH INDUSTRIES INC,006944334,KOCH INDUSTRIES INC,NA,,NA,NO,324,Petroleum,,,,,,,324121,,,,,,1323221860303,"Benzo[g,h,i]perylene",NO,0000191242,191-24-2,40576,YES,PBT,NO,Non_Metal,NO,YES,NO,R,Pounds,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.110,0.000,0.000,0.000,0.000,0.000,0.000,0.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.110,0.113,0.000,0.000,0.003,0.110,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.143,,PRODUCTION,0.850
2023,55164KCHRFPOBOX,110000424611,FLINT HILLS RESOURCES PINE BEND LLC,13775 CLARK RD,ROSEMOUNT,DAKOTA,MN,55068,,,44.764434,-93.039484,NAD83,KOCH INDUSTRIES INC,006944334,KOCH INDUSTRIES INC,NA,,NA,NO,324,Petroleum,,,,,,,324110,,,,,,1323221897489,Dioxin and dioxin-like compounds,NO,N150,N150,755371,YES,Dioxin,NO,Non_Metal,YES,YES,NO,R,Grams,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.032,,PRODUCTION,1.000
2023,55411MNTRR1615W,110045415742,COLOPLAST MANUFACTURING US LLC,1601 W RIVER RD,MINNEAPOLIS,HENNEPIN,MN,55411,,,44.995344,-93.276545,NAD83,COLOPLAST CORP,847436391,COLOPLAST CORP,NA,,NA,NO,326,Plastics and Rubber,,,,,,,326299,,,,,,1323221694932,Toluene,NO,0000108883,108-88-3,25452,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,209.000,834.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1043.000,0.000,0.000,0.000,92.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,92.000,0.000,0.000,0.000,0.000,0.000,0.000,26257.000,0.000,26257.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26349.000,1135.000,0.000,0.000,1043.000,0.000,92.000,0.000,26257.000,0.000,0.000,0.000,0.000,27392.000,,PRODUCTION,1.350
2023,5541WPCQST3WASH,110060280761,EP ACQUISITIONS DBA H&B ELEVATORS,3000 WASHINGTON AVE. N.,MINNEAPOLIS,HENNEPIN,MN,55411,,,45.010700,-93.281840,NAD83,NA,,NA,NA,,NA,NO,333,Machinery,,,,,,,333921,,,,,,1323221675945,Nickel,NO,0007440020,7440-02-0,149674,YES,TRI,YES,Elemental metals,YES,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,5609WCNGRF2351B,110071434073,CONAGRA FOODS PACKAGED FOODS LLC,2351 BROWN AVE,WASECA,WASECA,MN,56093,,,44.079162,-93.539510,NAD83,CONAGRA BRANDS INC,007258908,CONAGRA BRANDS INC,NA,,NA,NO,311,Food,,,,,,,311411,,,,,,1323222063808,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,N511,649616,NO,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13721.000,0.000,0.000,0.000,0.000,13721.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13721.000,0.000,0.000,13721.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13721.000,,PRODUCTION,1.200
2023,56073MCMPN1700N,110000426913,3M CO - NEW ULM,1700 N MINNESOTA ST,NEW ULM,BROWN,MN,56073,,,44.330960,-94.475730,NAD83,3M CO,006173082,3M CO,NA,,NA,NO,335,Electrical Equipment,,,,,,,335931,326199,335929,,,,1323222354250,Diisocyanates,NO,N120,N120,649715,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26.110,0.000,26.110,0.000,2585.330,0.000,0.000,0.000,0.000,2585.330,0.000,2611.440,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26.110,0.000,0.000,0.000,2585.330,2611.440,,PRODUCTION,1.260
2023,55112BLLLM7781S,110000424292,BELL LUMBER & POLE CO.,778 1ST ST NW,NEW BRIGHTON,RAMSEY,MN,55112,,,45.051090,-93.196850,NAD83,NA,,BELL LUMBER & POLE CO,NA,,NA,NO,321,Wood Products,,,,,,,321114,,,,,,1323222243483,Dioxin and dioxin-like compounds,NO,N150,N150,755371,YES,Dioxin,NO,Non_Metal,YES,YES,NO,R,Grams,0.000,0.000,0.558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.558,0.000,0.256,0.256,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69.535,0.000,0.000,0.000,0.000,69.791,0.000,69.791,0.558,0.000,0.000,0.558,0.000,0.000,0.000,0.000,134.369,0.000,30.056,69.694,234.677,0.098,PRODUCTION,1.090
2023,55164KCHRFPOBOX,110000424611,FLINT HILLS RESOURCES PINE BEND LLC,13775 CLARK RD,ROSEMOUNT,DAKOTA,MN,55068,,,44.764434,-93.039484,NAD83,KOCH INDUSTRIES INC,006944334,KOCH INDUSTRIES INC,NA,,NA,NO,324,Petroleum,,,,,,,324110,,,,,,1323221897388,Phenol,NO,0000108952,108-95-2,25510,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,35.000,237.000,92.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,364.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,3.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,6.000,0.000,12.000,370.000,0.000,0.000,364.000,6.000,0.000,0.000,0.000,14001.000,0.000,7582.000,6.000,21959.000,,PRODUCTION,0.970
2023,55164KCHRFPOBOX,110000424611,FLINT HILLS RESOURCES PINE BEND LLC,13775 CLARK RD,ROSEMOUNT,DAKOTA,MN,55068,,,44.764434,-93.039484,NAD83,KOCH INDUSTRIES INC,006944334,KOCH INDUSTRIES INC,NA,,NA,NO,324,Petroleum,,,,,,,324110,,,,,,1323221897186,Certain glycol ethers,NO,N230,N230,649541,YES,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,244.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,244.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53.000,64.000,0.000,0.000,0.000,0.000,117.000,0.000,117.000,244.000,0.000,0.000,244.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,117.000,361.000,,,
2023,5590WCRNLC164TH,110001826392,CRENLO ENGINEERED CABS LLC - PLANT 1,1600 4TH AVE NW,ROCHESTER,OLMSTED,MN,55901,,,44.038020,-92.468910,NAD83,TAXI WORKHORSE HOLDINGS LLC,103570289,TAXI WORKHORSE HOLDINGS LLC,NA,,NA,NO,332,Fabricated Metals,,,,,,,332999,,,,,,1323222180097,Copper,NO,0007440508,7440-50-8,150086,NO,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,13.000,13.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.500,0.500,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,13.000,0.000,0.000,13.500,,PRODUCTION,0.480
2023,55075CNXFR11600,110009400380,CHS INC LUBRICANTS PLANT,11600 COURTHO US E BLVD,INVER GROVE HEIGHTS,DAKOTA,MN,55076,,,44.781240,-93.034400,NAD83,CHS INC,006147177,CHS INC,NA,,NA,NO,324,Petroleum,,,,,,,324191,,,,,,1323221536067,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,750.000,750.000,0.000,0.000,1251.000,0.000,0.000,1251.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2001.000,750.000,0.000,0.000,0.000,0.000,750.000,0.000,0.000,0.000,1251.000,0.000,0.000,2001.000,,PRODUCTION,1.000
2023,55318MCLGH4001P,110000424782,MCLAUGHLIN GORMLEY KING,4001 PEAVEY RD,CHASKA,CARVER,MN,55318,,,44.849350,-93.594690,NAD83,SUMITOMO CHEMICAL AMERICA INC.,086889466,SUMITOMO CHEMICAL AMERICA INC,SUMITOMO CHEMICAL CORP,NA,SUMITOMO GROUP PUBLIC AFFAIRS COMMITTEE,NO,325,Chemicals,,,,,,,325320,,,,,,1323221644331,Piperonyl butoxide,NO,0000051036,51-03-6,1263,NO,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,55104CPRTV1605I,110000424069,CO-OPERATIVE PLATING CO,1605 IGLEHART AVE,SAINT PAUL,RAMSEY,MN,55104,,,44.949330,-93.168340,NAD83,NA,,NA,NA,,NA,NO,332,Fabricated Metals,,,,,,,332813,,,,,,1323221812175,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.000,42.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.900,159.400,0.000,159.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.120,0.000,0.000,697.000,0.000,0.000,303.690,1160.210,0.000,4412.000,0.000,0.000,0.000,4412.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5572.210,1203.110,0.000,0.000,42.900,106.390,1053.820,0.000,0.000,0.000,4412.000,0.000,0.000,5615.110,,PRODUCTION,0.750
2023,55121GPHRS3385S,110064107461,GOPHER RESOURCE LLC,685 YANKEE DOODLE RD,EAGAN,DAKOTA,MN,55121,,,44.833480,-93.119970,NAD83,NA,,GOPHER RESOURCE LLC,NA,,NA,NO,331,Primary Metals,,,,,,,331492,,,,,,1323221854122,Arsenic  And Arsenic Compounds,YES,N020,N020,649418,YES,TRI,YES,Metal complound categories,YES,NO,NO,R,Pounds,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,50.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25000.000,1410.000,0.000,0.000,0.000,0.000,0.000,26460.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26460.000,26461.000,0.000,0.000,1.000,26460.000,0.000,0.000,0.000,130000.000,0.000,0.000,0.000,156461.000,,PRODUCTION,1.030
2023,56087SNBRN118WE,110000426968,SANBORN MANUFACTURING,118 W ROCK ST,SPRINGFIELD,BROWN,MN,56087,,,44.243500,-94.978700,NAD83,MAT HOLDINGS INC,825858470,MAT HOLDINGS INC,NA,,NA,NO,333,Machinery,,,,,,,333912,,,,,,1323221645322,Nickel  And Nickel Compounds,YES,N495,N495,650036,YES,TRI,YES,Metal complound categories,YES,NO,NO,R,Pounds,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99565.000,0.000,0.000,0.000,99565.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99565.000,0.080,0.000,0.000,0.080,0.000,0.000,0.000,0.000,0.000,99565.000,0.000,0.000,99565.080,,PRODUCTION,0.850
2023,55303GRCNC121LU,110031401622,GRACO INC-ANOKA,1201 LUND BLVD,ANOKA,ANOKA,MN,55303,,,45.221510,-93.417060,NAD83,GRACO INC,006253223,GRACO INC,NA,,NA,NO,333,Machinery,,,,,,,333914,,,,,,1323222303517,Nickel,NO,0007440020,7440-02-0,149674,YES,TRI,YES,Elemental metals,YES,NO,NO,R,Pounds,0.090,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.108,0.270,0.000,0.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.133,0.000,0.403,0.000,18400.000,0.000,0.000,0.000,18400.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18400.403,0.511,0.000,0.000,0.108,0.103,0.300,0.000,0.000,0.000,18400.000,0.000,0.000,18400.511,,ACTIVITY,1.090
2023,5532WRCTNG221LG,110003719496,RIE COATINGS LLC,221 LOGEAIS ST,EDEN VALLEY,MEEKER,MN,55329,,,45.322377,-94.539203,NAD83,NA,,NA,NA,,NA,NO,332,Fabricated Metals,,,,,,,332812,,,,,,1323222240828,Manganese,NO,0007439965,7439-96-5,149625,YES,TRI,YES,Elemental metals,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,55744BLNDN115SW,110017397752,BLANDIN PAPER CO,115 SW FIRST ST,GRAND RAPIDS,ITASCA,MN,55744,,,47.233800,-93.536600,NAD83,UPM KYMMENE INVESTMENT INC,NA,UPM-KYMMENE,UPM-KYMMENE OYJ,651529588,UPM-KYMMENE OYJ,NO,322,Paper,,,,,,,322120,,,,,,1323221641929,Dazomet,NO,0000533744,533-74-4,50955,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.288,9.302,9.590,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.288,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.302,0.000,9.590,0.288,0.000,0.000,0.000,0.000,0.288,0.000,0.000,0.000,0.000,0.000,9.302,9.590,,PRODUCTION,0.670
2023,5600WWLLSM161SU,110064351829,CCM - MANKATO NORTH,161 SUMMIT AVE,MANKATO,BLUE EARTH,MN,56001,,,44.196110,-93.992322,NAD83,CEMSTONE CONCRETE MATERIALS,NA,CEMSTONE CONCRETE MATERIALS,NA,,NA,NO,327,Nonmetallic Mineral Product,,,,,,,327320,,,,,,1323221937117,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,,PRODUCTION,0.950
2023,5616WHCKNG15117,110067559868,HOCKING INTERNATIONAL LABS,1711 S US HIGHWAY 75,PIPESTONE,PIPESTONE,MN,56164,,,43.979560,-96.288497,NAD83,HOCKING INTERNATIONAL LABS LLC,081438700,HOCKING INTERNATIONAL LABS LLC,NA,,NA,NO,325,Chemicals,,,,,,,325314,,,,,,1323221555485,Manganese compounds,NO,N450,N450,650010,YES,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,PRODUCTION,1.100
2023,55308NRTHR13999,110000424700,XCEL ENERGY SHERBURNE COUNTY GENERATING PLANT,13999 INDUSTRIAL BLVD,BECKER,SHERBURNE,MN,55308,,,45.378900,-93.897600,NAD83,XCEL ENERGY,848381245,XCEL ENERGY,,,NA,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1323221909219,Mercury  And Mercury Compounds,YES,N458,N458,650028,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.000,86.800,0.000,0.000,0.000,0.000,0.000,0.000,142.000,0.000,0.000,0.000,158.600,0.000,387.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,387.400,0.000,142.000,245.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,387.400,,PRODUCTION,0.690
2023,56267MRRSGHWY59,110070239917,DENCO II LLC,227 S COUNTY RD 22,MORRIS,STEVENS,MN,56267,,,45.574700,-95.910800,NAD83,NA,,NA,NA,,NA,NO,325,Chemicals,,,,,,,325193,,,,,,1323221948654,Toluene,NO,0000108883,108-88-3,25452,YES,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,55449RRWCR16719,110000426218,ARROW FINISHING,1671 93RD LN NE,BLAINE,ANOKA,MN,55449,,,45.140000,-93.227969,NAD83,NA,,NA,NA,,NA,NO,332,Fabricated Metals,,,,,,,332812,,,,,,1323221591047,Dichloromethane,NO,0000075092,75-09-2,5306,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,100.000,31438.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31538.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2386.000,0.000,0.000,0.000,0.000,2386.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2386.000,31538.000,0.000,0.000,31538.000,0.000,0.000,0.000,0.000,33924.000,2386.000,0.000,0.000,67848.000,,PRODUCTION,1.010
